,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1483324,"('George Hartman', 'actor')","('Edith Martin', 'actress')","('Audrey Martin', 'actress')","('Conrad Hartman', 'actor')",,,,,,,,,,,,,,
1483373,"('Minstrel', 'actor')","('Alam', 'actor')","('Hassan', 'actor')","('Ana', 'actress')",,,,,,,,,,,,,,
1483386,"('Cristina', 'actress')","('Sala', 'actor')","('Glòria', 'actress')","('Lluís', 'actor')",,,,,,,,,,,,,,
1483421,"('Laughing', 'actor')","('Brother One', 'actor')","('Zatoi', 'actor')","('Master Ford', 'actor')",,,,,,,,,,,,,,
1483735,"('Julie de Hauranne', 'actress')","('Vasco', 'actor')","('D. Henrique Cunha', 'actor')","('Irma Joana', 'actress')",,,,,,,,,,,,,,
1483753,"('Katarina', 'actress')","('Adam', 'actor')","('Birgitta, mamman', 'actress')","('Mattias', 'actor')",,,,,,,,,,,,,,
1483756,"('Morris Bliss', 'actor')","('Seymour Bliss', 'actor')","('Andrea', 'actress')","('Stephanie Jouseski', 'actress')",,,,,,,,,,,,,,
1483762,"('Kisna', 'actor')","('Alka', 'actress')","('Grandmother', 'actress')","('Dinu', 'actor')",,,,,,,,,,,,,,
1483768,"('Reed Chapel', 'actor')","('Conrad Sullivan', 'actor')","('Mary Chapel', 'actress')","('Elmira Cray', 'actress')",,,,,,,,,,,,,,
1483773,"('Shaktivel', 'actor')","('Angel', 'actress')","('Bullet Pandi', 'actor')","('Periasamy', 'actor')",,,,,,,,,,,,,,
1483778,"('Adèle', 'actress')","('Mathieu', 'actor')","('Pierre', 'actor')","('Paul', 'actor')","('Rachel', 'actress')","('La femme au téléphone', 'actress')",,,,,,,,,,,,
1483789,"('Coach Cherry', 'actor')","('Danny Gibson', 'actor')","('Dick Airhead', 'actor')","('Stan Bates', 'actor')","('Beckula', 'actress')","('Dean Marks', 'actress')",,,,,,,,,,,,
1483795,"('Julian', 'actor')","('Jingle Jangle', 'actor')","('Mr.Tambourine Man', 'actor')",,,,,,,,,,,,,,,
1483797,"('JP', 'actor')","('Sonoshee', 'actress')","('Frisbee', 'actor')","('Shinkai', 'actor')",,,,,,,,,,,,,,
1483799,"(""Tuck's mother"", 'actress')","('Tuck', 'actor')",,,,,,,,,,,,,,,,
1483820,"('Aadhavan', 'actor')","('Tara', 'actress')","('Banerjee', 'actor')","(""Aadhavan's grandma"", 'actress')",,,,,,,,,,,,,,
1483821,"('Shiva', 'actor')","('Jeevanantham', 'actor')","('Sara', 'actress')","('Sulaba Pillai', 'actress')","('Mirasi', 'actor')","('Sam', 'actor')","('French Police', 'actor')",,,,,,,,,,,
1483831,"('Shmulik', 'actor')","('Assi', 'actor')","('Hertzel', 'actor')","('Yigal', 'actor')",,,,,,,,,,,,,,
1484076,"('Deniz', 'actress')","('Siva', 'actress')","('Ebru', 'actress')","('Arzu', 'actress')","('Arda', 'actor')","('Burak', 'actor')",,,,,,,,,,,,
1484521,"('The Virgin - Julie', 'actress')","('The Anthropologist - Adam', 'actor')","('The Psychic - Erika', 'actress')","('The Bike Messenger - Diego', 'actor')",,,,,,,,,,,,,,
1484918,"('Max Oliver', 'actor')","('Julie', 'actress')","('Natalie', 'actress')","('Vincenzo', 'actor')",,,,,,,,,,,,,,
1484942,"('Christopher Roth', 'actor')","('Catherine Roth', 'actress')","('Giovanna Cardelli', 'actress')","('Paul Andersen', 'actor')",,,,,,,,,,,,,,
1484954,"('Stan', 'actor')","('Jarod Leary', 'actor')","('Matt Fairchild', 'actor')","('Martha Leary', 'actress')",,,,,,,,,,,,,,
1485072,"(""Kabir 'Kuku' N. Punjabi"", 'actor')","('Maahi M. Puri', 'actress')","('Barrister Mohit Puri', 'actor')","('Paaki M. Puri', 'actress')",,,,,,,,,,,,,,
1485096,"('KG (Kung-Fu Girl)', 'actress')","('Master Panda', 'actor')","('The Dragon King', 'actor')","('Prince Po Kwan', 'actor')","('Princess Mei', 'actress')","('KG', 'actress')","('Lee', 'actor')",,,,,,,,,,,
1485698,"('Edward Srodon', 'actor')","('Zdzislaw Dziabas', 'actor')","('Bozena Dziabasowa', 'actress')","('Mróz', 'actor')",,,,,,,,,,,,,,
1485749,"('Mr. Watts', 'actor')","('Matilda Naimo', 'actress')","('Dolores Naimo', 'actress')","('Pip', 'actor')",,,,,,,,,,,,,,
1485750,"('Kamil Nowak', 'actor')","(""Kamil's mother"", 'actress')","(""Mieczyslaw Nowak - Kamil's father"", 'actor')","('Patient', 'actor')",,,,,,,,,,,,,,
1485761,"('William Flynn', 'actor')","('A. Mitchell Palmer', 'actor')","('Eugenio Ravarini', 'actor')","('Bartolomeo Vanzetti', 'actor')",,,,,,,,,,,,,,
1485762,"('Léna', 'actress')","('Frédérique', 'actress')","('Annie', 'actress')","('Nigel', 'actor')",,,,,,,,,,,,,,
1485763,"('Additional Voices', 'actress')","('Additional Voices', 'actor')","('Additional Voices', 'actor')","('Additional Voices', 'actor')",,,,,,,,,,,,,,
1485796,"('P.T. Barnum', 'actor')","('Charity Barnum', 'actress')","('Phillip Carlyle', 'actor')","('Anne Wheeler', 'actress')",,,,,,,,,,,,,,
1485826,"('Mama Asja (segment \\Film Gorana Odvorcica i Matije Klukovica za Asju Jovanovic i Andreu Rumenjak\\)', 'actress')","('Kcer Andrea (segment \\Film Gorana Odvorcica i Matije Klukovica za Asju Jovanovic i Andreu Rumenjak\\)', 'actress')","('Damir (segment \\Spansko kontinent\\)', 'actor')","('Kreso (segment \\Spansko kontinent\\)', 'actor')",,,,,,,,,,,,,,
1486185,"('Valerie', 'actress')","('Father Auguste', 'actor')","('Solomon', 'actor')","('Cesaire', 'actor')",,,,,,,,,,,,,,
1486186,"('Harris Chappell', 'actor')","('Spencer West', 'actor')","('Wolfie', 'actor')","('Sophia Martinelli', 'actress')",,,,,,,,,,,,,,
1486190,"('Tamara Drewe', 'actress')","('Andy Cobb', 'actor')","('Ben Sergeant', 'actor')","('Nicholas Hardiment', 'actor')",,,,,,,,,,,,,,
1486192,"('Edgar Allan Poe', 'actor')","('Emily Hamilton', 'actress')","('Detective Fields', 'actor')","('Capt. Charles Hamilton', 'actor')",,,,,,,,,,,,,,
1486193,"('Thomas Anders', 'actor')","('Tatia Meddevi', 'actress')","('Sebastian Ganz', 'actor')","('Miriam Eisner', 'actress')",,,,,,,,,,,,,,
1486196,"('Heidi', 'actress')","('Michael', 'actor')","('Miklos', 'actor')","('Lachlan', 'actor')",,,,,,,,,,,,,,
1486670,"('Robert Anderson', 'actor')","('Kate Anderson', 'actress')","('Sarah Balham', 'actress')","('James', 'actor')",,,,,,,,,,,,,,
1486683,"('Charlotte', 'actress')","('Helen', 'actress')","('Elizabeth', 'actress')","('John', 'actor')",,,,,,,,,,,,,,
1486815,"('Zorah', 'actress')","('Stéphane', 'actor')","('Laure', 'actress')","('Pierre', 'actor')",,,,,,,,,,,,,,
1486834,"('Wallace', 'actor')","('Chantry', 'actress')","('Dalia', 'actress')","('Allan', 'actor')",,,,,,,,,,,,,,
1486846,"('Melanie Crow', 'actress')","('Dukken', 'actor')","('Kenny Wiley', 'actor')","('Mrs. Wiley', 'actress')",,,,,,,,,,,,,,
1487118,"('Kim Matthews', 'actress')","('Jonny', 'actor')","('Richard', 'actor')","('Caroline', 'actress')",,,,,,,,,,,,,,
1487280,"('School superintendent', 'actor')","('Maslana', 'actor')","('Pani Fral', 'actress')","('School hygienist', 'actor')","('Anusiak', 'actor')","('Client', 'actor')","('Jowita', 'actress')","('Konieczko', 'actress')",,,,,,,,,,
1487906,"('Kosobutsky', 'actor')","('Boris', 'actor')","('Man from Ministry', 'actor')",,,,,,,,,,,,,,,
1487916,"('Itô', 'actress')",,,,,,,,,,,,,,,,,
1487931,"('Khumba', 'actor')","('Mantis', 'actor')","('Jock', 'actor')","('Zebra #1', 'actor')",,,,,,,,,,,,,,
1488032,"('Robert Pickman', 'actor')","('Dr. Dexter', 'actor')","('Goodie Hines', 'actor')","('Landlady', 'actress')",,,,,,,,,,,,,,
1488163,"('Momma', 'actress')","('Buddy', 'actor')","('Travis', 'actor')","('Hervé', 'actor')",,,,,,,,,,,,,,
1488164,"('Paul Tarson', 'actor')","('Naomi Nahar', 'actress')","('James Koogly', 'actor')","(""Izzy 'Ice' Dasselway"", 'actor')",,,,,,,,,,,,,,
1488176,"('Winnie', 'actress')","('Gaidjü', 'actress')","('Karina', 'actress')","('Zaineb', 'actress')","('Bertil Kristensen', 'actor')","('Julie', 'actress')",,,,,,,,,,,,
1488181,"('Sekhuru', 'actor')","('Kai', 'actor')","('Zoe', 'actress')","('Ajax', 'actor')",,,,,,,,,,,,,,
1488555,"('Dave Lockwood', 'actor')","('Mitch Planko', 'actor')","('Sabrina McKay', 'actress')","('Jamie Lockwood', 'actress')",,,,,,,,,,,,,,
1488574,"('Jo', 'actor')","('Mari', 'actress')","('Tom Erik', 'actor')","('Einar', 'actor')",,,,,,,,,,,,,,
1488591,"('Layton', 'actor')","('Luke', 'actress')","('Janice Quatlane', 'actress')","('Descole', 'actor')",,,,,,,,,,,,,,
1488594,"('Lovell Milo', 'actor')","('Grace', 'actress')","('Dr. Orson Milo', 'actor')","('Shelly', 'actress')",,,,,,,,,,,,,,
1488601,"('Filip Dogan', 'actor')","('Helena Dogan', 'actress')","('Tanja Hesse', 'actress')","('Bozo', 'actor')",,,,,,,,,,,,,,
1488602,"('Jason', 'actor')","('Ariana', 'actress')","('Lt. Brandon Ross', 'actor')","('Koji', 'actor')",,,,,,,,,,,,,,
1488606,"(""Tom 'Redfly' Davis"", 'actor')","(""Santiago 'Pope' Garcia"", 'actor')","(""William 'Ironhead' Miller"", 'actor')","('Ben Miller', 'actor')",,,,,,,,,,,,,,
1489154,"('Lucinda', 'actress')","('Dawn', 'actress')","('Chassy', 'actress')","('Bambi', 'actress')",,,,,,,,,,,,,,
1489155,"('Sita Ramarao', 'actor')","('Raj Kapoor', 'actor')","('Chandra', 'actress')","('Lekha', 'actress')","('Varma', 'actor')",,,,,,,,,,,,,
1489167,"('Karl', 'actor')","('Bill', 'actor')","('Maggie', 'actress')","('Eric', 'actor')",,,,,,,,,,,,,,
1489172,"('Damoklis', 'actor')","('Dimitris', 'actor')","('Nana', 'actress')","('Olga', 'actress')",,,,,,,,,,,,,,
1489231,"('Grant Taylor', 'actor')","('Jeff McDowell', 'actor')","('Sara Taylor', 'actress')","('Angela', 'actress')",,,,,,,,,,,,,,
1489253,"('Mike', 'actor')","('Roman', 'actor')","('Vika', 'actress')","('Genya', 'actor')",,,,,,,,,,,,,,
1489263,"('Axel', 'actor')","('Maria', 'actress')","('Per', 'actor')","('Yanne', 'actress')",,,,,,,,,,,,,,
1489264,"('Luke', 'actor')","('Vigilante', 'actor')","('Alex', 'actor')","('Pauline', 'actress')","('Cassandra', 'actress')",,,,,,,,,,,,,
1489887,"('Amy', 'actress')","('Molly', 'actress')","('Miss Fine', 'actress')","('Principal Brown', 'actor')",,,,,,,,,,,,,,
1489889,"('Bob Stone', 'actor')","('Calvin Joyner', 'actor')","('Maggie', 'actress')","('Agent Pamela Harris', 'actress')",,,,,,,,,,,,,,
1489946,"('Elizabeth Pierce', 'actress')","('Daniel Pierce', 'actor')","('Dylan Pierce', 'actor')","('Ethan Devane', 'actor')",,,,,,,,,,,,,,
1490017,"('Emmet Brickowski', 'actor')","('Lord Business', 'actor')","('President Business', 'actor')","('The Man Upstairs', 'actor')","('Wyldstyle', 'actress')","('Lucy', 'actress')","('Batman', 'actor')","('Bruce Wayne', 'actor')",,,,,,,,,,
1490602,"('Johnny Roberts', 'actor')","('Romeo Fernander', 'actor')","('Lena Mackey', 'actress')","('Ralph Mackey', 'actor')",,,,,,,,,,,,,,
1490651,"('Fran', 'actor')","('Ana', 'actress')","('Rosa', 'actress')","('Ignacio', 'actor')",,,,,,,,,,,,,,
1490726,"('Richard Lee', 'actor')","('Steve Delamore', 'actor')","('Ashiq Khan', 'actor')","('Jamilah', 'actress')",,,,,,,,,,,,,,
1490749,"('Tadas', 'actor')","('Laura', 'actress')","('Linas', 'actor')","('Man in Suit', 'actor')",,,,,,,,,,,,,,
1490759,"('Jazz', 'actress')","('Lucía', 'actress')","('Celeste', 'actress')","('Nardo', 'actor')",,,,,,,,,,,,,,
1490785,"('Hank Williams', 'actor')","('Audrey Williams', 'actress')","('Billie Jean Jones', 'actress')","('Fred Rose', 'actor')",,,,,,,,,,,,,,
1491044,"('Richard Kuklinski', 'actor')","('Mr. Freezy', 'actor')","('Marty Freeman', 'actor')","('Deborah Pellicotti', 'actress')",,,,,,,,,,,,,,
1491603,"('David', 'actor')","('Jenny', 'actress')","('Sarah', 'actress')","('John', 'actor')",,,,,,,,,,,,,,
1492705,"('Senna', 'actress')","('Adam', 'actor')","('Celia', 'actress')","('Darla', 'actress')",,,,,,,,,,,,,,
1492728,"('Rippa', 'actor')","('Monique', 'actress')","('Jay', 'actor')","('Maestro', 'actor')",,,,,,,,,,,,,,
1492841,"('Ellie Thir', 'actress')","('Thuy Le', 'actress')","(""Ellie's Mom"", 'actress')","('Self', 'actress')","(""Ellie's Dad"", 'actor')",,,,,,,,,,,,,
1492842,"('Kevin Wolfe', 'actor')","('Jamie', 'actress')","('Beth Dalewell', 'actress')","('Tanner', 'actor')",,,,,,,,,,,,,,
1492849,"('Lenny Eaton', 'actor')","('Abbott Smith', 'actor')","('Casey Siegel', 'actress')",,,,,,,,,,,,,,,
1492872,"('Om Jaiswal', 'actor')","('Jaideep Yeshwant Mahajan', 'actor')","('Jyotika Jhalani', 'actress')","('Joe', 'actress')","('Imran Baig', 'actor')",,,,,,,,,,,,,
1492923,"('Egemen', 'actor')","('Ramiz', 'actor')","('Umay', 'actress')","('Agency personnel', 'actor')",,,,,,,,,,,,,,
1492949,"('Maman', 'actress')","('Simon', 'actor')","('Nina', 'actress')","('Dodo', 'actress')",,,,,,,,,,,,,,
1492959,"('Lisa Matthews', 'actress')","('Henry Matthews', 'actor')","('William Matthews', 'actor')","('Jeb', 'actor')",,,,,,,,,,,,,,
1493068,"('Mirsa', 'actor')","('Nina', 'actress')","('Ljak', 'actor')","('Pasha', 'actor')",,,,,,,,,,,,,,
1493070,"('Naoki Ihara', 'actor')","('Mirai Soma', 'actress')","('Kotomi Okochi', 'actress')","('Satoru Kokubo', 'actor')",,,,,,,,,,,,,,
1493089,"('Vojislav', 'actor')","('Anica', 'actress')","('Profesor Bozickovic', 'actor')","('Milena', 'actress')",,,,,,,,,,,,,,
1493099,"('Keva McCluskey', 'actor')","('Wheezer', 'actor')","('Ticky Turnbull', 'actress')","('James Love', 'actor')",,,,,,,,,,,,,,
1493157,"('Randy', 'actor')","('Kirk', 'actor')","('Gentry', 'actor')","('Janine', 'actress')",,,,,,,,,,,,,,
1493243,"('Jimmy Winterpock', 'actor')","('Sable Moore', 'actress')","('Paul Grove', 'actor')","('Robb Thuman', 'actor')",,,,,,,,,,,,,,
1493798,"('Jennifer Dupree', 'actress')","('Tommy Davis', 'actor')","('Brooke Tyler', 'actress')","('Dave Marshall', 'actor')",,,,,,,,,,,,,,
1493815,"('Ben Chaney', 'actor')","('Drag Hammerman', 'actor')","('Corey Little', 'actress')","('Jennifer', 'actress')",,,,,,,,,,,,,,
1493828,"('Eric Kershe', 'actor')","('Cole Hindin', 'actor')","('Henry Sharpe', 'actor')","('Jennifer Kershe', 'actress')",,,,,,,,,,,,,,
1493829,"('Mam Baldar', 'actor')","(""Mam's wife"", 'actress')","('Kaka Shamal', 'actor')","('Deserting soldier', 'actor')",,,,,,,,,,,,,,
1493858,"('Daniel Shergold', 'actor')","('Infurnari', 'actor')","('Fiona', 'actress')","('Maria', 'actress')",,,,,,,,,,,,,,
1493886,"('Princess Evlynia - Lyn', 'actress')","('Greg-ash', 'actor')","('Shaman Murtagh', 'actor')","('Bjorn Magnusson', 'actor')",,,,,,,,,,,,,,
1494775,"('Tsui Dai-chun', 'actor')","('So-mui', 'actress')","('K-1', 'actor')","('So-ching', 'actress')",,,,,,,,,,,,,,
1494798,"(""Julia 'Julka' Wejcher"", 'actress')","('Kacper', 'actor')","('Ilona', 'actress')","('Marlena', 'actress')",,,,,,,,,,,,,,
1494810,"('Our hero', 'actor')","('Daniela', 'actress')","('Grumps', 'actor')","('Jessica', 'actress')",,,,,,,,,,,,,,
1494812,"('The Man', 'actor')","('Old Man', 'actor')","(""The Old Man's Daughter"", 'actor')","('The Wife', 'actress')","(""The Man's Son"", 'actor')","('Boss', 'actor')",,,,,,,,,,,,
1495776,"('Brooke', 'actress')","('Max', 'actor')","('Stu', 'actor')","('Karen', 'actress')",,,,,,,,,,,,,,
1495818,"('Poppy (BTS Team)', 'actress')",,,,,,,,,,,,,,,,,
1495823,"('Théodore Rosier', 'actor')","('Mademoiselle Lundi', 'actress')","('Félix Lavil dit Taloche', 'actor')","(""P'tit Claude"", 'actor')",,,,,,,,,,,,,,
1495884,"('Stasik', 'actor')","('Mironova', 'actress')","('Mila', 'actress')","('Kostikov', 'actor')",,,,,,,,,,,,,,
1495902,"('Madis', 'actor')","('Hannes', 'actor')","('Milvi', 'actress')","('Lagle', 'actress')","('Hannese isa', 'actor')","('Hannese ema', 'actress')","('Mees bussipeatuses', 'actor')",,,,,,,,,,,
1496005,"('Dawn', 'actress')","('Simone', 'actor')","('George', 'actor')","('Tim', 'actor')",,,,,,,,,,,,,,
1496025,"('Selene', 'actress')","('Detective Sebastian', 'actor')","('Eve', 'actress')","('Dr. Jacob Lane', 'actor')",,,,,,,,,,,,,,
1496380,"('Karthik', 'actor')","('Raghu', 'actor')","('Pazhani', 'actor')","('Cheenu', 'actor')",,,,,,,,,,,,,,
1496390,"('Marta', 'actress')","('Artur Gardlinski', 'actor')","('Alicja', 'actress')","('Irena Gardlinska', 'actress')",,,,,,,,,,,,,,
1496410,"('Pastor Zeus', 'actor')","('Nikolai', 'actor')","('Josh Malone', 'actor')",,,,,,,,,,,,,,,
1496422,"('Ward Jansen', 'actor')","('Charlotte Bless', 'actress')","('Hillary Van Wetter', 'actor')","('Jack Jansen', 'actor')",,,,,,,,,,,,,,
1496458,"('Liina', 'actress')","('Ave', 'actress')","('Mell', 'actor')","('Pregnant waitress', 'actress')",,,,,,,,,,,,,,
1496729,"('Pasupathy', 'actor')","('Singa Perumal', 'actor')","('Sappai', 'actor')","('Subbu', 'actress')",,,,,,,,,,,,,,
1496792,"('Lola Sepa', 'actress')","('Lola Puring', 'actress')","('Ditas', 'actress')","('Bebong', 'actor')",,,,,,,,,,,,,,
1496797,"('Jyothika', 'actress')","('Roja', 'actress')","('Sathyaraj', 'actor')","(""Jyothika's mother"", 'actress')",,,,,,,,,,,,,,
1496798,"('Mary Maroni', 'actress')","('Donald Maroni', 'actor')","('Albert Peach', 'actor')","('Lenny Davis', 'actor')",,,,,,,,,,,,,,
1496832,"('Shiva', 'actor')","('Charulatha', 'actress')","('Baali', 'actor')","('Poochi', 'actor')",,,,,,,,,,,,,,
1496834,"('Vivek', 'actor')","(""Raj's Cousin"", 'actor')","(""Anna's Father"", 'actor')","(""Raj's Aunt"", 'actress')","(""Raj's grandmother"", 'actress')","('Raj', 'actor')",,,,,,,,,,,,
1496836,"('Meenakshi', 'actress')","('Azhagu Sundaram', 'actor')","('Parattai', 'actor')","('Shruthi', 'actress')","(""Azhagu Sundaram's friend"", 'actor')",,,,,,,,,,,,,
1496868,"('Vichu', 'actor')","('Tamizharasan', 'actor')","('Jaanu', 'actress')","('Gayathri', 'actress')","(""Vichu's father"", 'actor')",,,,,,,,,,,,,
1496872,"('Siva', 'actor')","('Sakthi', 'actress')","('Vivek', 'actor')","('Kalyani', 'actress')",,,,,,,,,,,,,,
1496883,"('Nassim Gharbi', 'actor')","('Jolé van Haagendoorn', 'actress')","('Aldert Kalkhoven', 'actor')","('Madge Johnson', 'actress')",,,,,,,,,,,,,,
1496884,"('Zoe', 'actress')","('Molly', 'actress')","('Toby', 'actor')","('The Captor', 'actor')",,,,,,,,,,,,,,
1497617,"('I AM', 'actor')","('Aaron Rossdale', 'actor')","('Trevor Evans', 'actor')","('Jake Russell', 'actor')",,,,,,,,,,,,,,
1497874,"('Doug', 'actor')","('Carlos', 'actor')","('Rachel', 'actress')","('Gail', 'actress')",,,,,,,,,,,,,,
1497876,"('Prosecuting Attorney Will', 'actor')","('Chris', 'actor')","('Detective Simms', 'actor')","('Keisha', 'actress')",,,,,,,,,,,,,,
1498568,"('Hamburger Head', 'actor')","('Ranger Darcy', 'actress')","('Ranger Gibbins', 'actor')","('Roland Thatcher', 'actor')",,,,,,,,,,,,,,
1498569,"('Annabel Cotton', 'actress')","('Enoch Brae', 'actor')","('Hiroshi Takahashi', 'actor')","('Elizabeth Cotton', 'actress')",,,,,,,,,,,,,,
1498709,"('Hassan', 'actor')","('Noura', 'actress')","('Nadia', 'actress')","('Hassan, young', 'actor')","('Ali', 'actor')",,,,,,,,,,,,,
1498834,"('Sun Hansheng', 'actor')","('Ping', 'actress')","('Uncle Ding Keqiang', 'actor')","('Madame Ouyang Qianjun', 'actress')",,,,,,,,,,,,,,
1498858,"('Wang Xingchang', 'actor')","('Dafu', 'actor')","('Ling Ling', 'actress')","('Chai', 'actress')",,,,,,,,,,,,,,
1498878,"('Charlie Tower', 'actor')","('Starlet', 'actress')","('Hannah Masterson', 'actress')","('Astronomy Colleague', 'actor')",,,,,,,,,,,,,,
1498887,"('Munis', 'actress')","('Faezeh', 'actress')","('Farrokhlagha', 'actress')","('Zarin', 'actress')",,,,,,,,,,,,,,
1499201,"('Kiara', 'actress')","('Airport Couple', 'actor')","('Akash', 'actor')","('Party Kid', 'actress')",,,,,,,,,,,,,,
1499220,"(""Freddy 'Dead Cert' Frankham"", 'actor')","('Chelsea Steve', 'actor')","('Eddie Christian', 'actor')","('Dennis Christian', 'actor')",,,,,,,,,,,,,,
1499228,"('Alicja', 'actress')","('Milena Trecz', 'actress')","('Kaja', 'actress')","('Julia', 'actress')",,,,,,,,,,,,,,
1499230,"('Doctor', 'actress')","('Maria', 'actress')","('Maciek', 'actor')","('Doctor', 'actor')",,,,,,,,,,,,,,
1499240,"('Jóhannes', 'actor')","('Diddi', 'actor')","('Grettir', 'actor')","('Ellisíf', 'actress')",,,,,,,,,,,,,,
1499302,"('Kimberly', 'actress')","('Caitlin', 'actress')","('Brit', 'actress')","('Eric', 'actor')",,,,,,,,,,,,,,
1499639,"('Duyen', 'actress')","('Câm', 'actress')","('Hai', 'actor')",,,,,,,,,,,,,,,
1499643,"('Elisa', 'actress')","('Kongen', 'actor')","('Dronningen', 'actress')","('Fatamorgana', 'actress')","('Den gamle kone', 'actress')",,,,,,,,,,,,,
1499658,"('Nick Hendricks', 'actor')","('Dale Arbus', 'actor')","('Kurt Buckman', 'actor')","('Thomas, Head of Security', 'actor')",,,,,,,,,,,,,,
1499666,"('Male Kim', 'actor')","('Kim Seong-geun', 'actor')","('Female Kim', 'actress')","('Kim Jung-yeon', 'actress')","(""Female Kim's Mom"", 'actress')",,,,,,,,,,,,,
1499678,"('Bernardo Soares', 'actor')","('Fernando Pessoa', 'actor')","('Dono do Bar', 'actor')","('Empregada do Bar', 'actress')",,,,,,,,,,,,,,
1499685,"('Freddie', 'actor')","('Storm', 'actor')","('Fru Andersen', 'actress')","('Bjørn', 'actor')",,,,,,,,,,,,,,
1499937,"('Ibrahim', 'actor')","('Zahra', 'actress')","('Fatah', 'actor')","('Madjid', 'actor')",,,,,,,,,,,,,,
1500140,"('Andrés', 'actor')","('José Ramón', 'actor')","('Abuela', 'actor')","('Mujer destrozada', 'actress')",,,,,,,,,,,,,,
1500177,"('Chang-Ho', 'actor')","('Soon-Hee', 'actress')","('Grand-Father', 'actor')","('Chul-bu', 'actor')",,,,,,,,,,,,,,
1500512,"('Josh Neff', 'actor')","('Mercutio', 'actor')","('Capulet', 'actor')","('Ken Lee', 'actor')","('Prince Escalus', 'actor')","('Adam Hersh', 'actor')","('Fr. Laurence', 'actor')","('Omar Madsen', 'actor')","('Nurse', 'actor')",,,,,,,,,
1500689,"('Girl with no name', 'actress')","('Seon-hwa', 'actress')","('Elder mi-yeoun', 'actress')",,,,,,,,,,,,,,,
1500701,"('Nadia', 'actress')","(""Pierre's aunt"", 'actress')","('Pierre', 'actor')","('Samir', 'actor')","('John', 'actor')",,,,,,,,,,,,,
1500703,"('Niu Er', 'actor')","(""Jiu'er"", 'actress')","('Soldier', 'actor')","('Shibuya', 'actor')",,,,,,,,,,,,,,
1500720,"('Homem do Café', 'actor')","('Psiquiatra', 'actor')","('Pai', 'actor')",,,,,,,,,,,,,,,
1500724,"('Mikhal Mikhalych', 'actor')","('Elena Ivanovna', 'actress')","('Nastya', 'actress')","('Vasilyev', 'actor')",,,,,,,,,,,,,,
1500819,"('Sofi', 'actress')","('Paul', 'actor')","('Handsome Man', 'actor')",,,,,,,,,,,,,,,
1500906,"('George', 'actor')","('Bertha', 'actress')","('Samson', 'actor')","('Grâce', 'actress')",,,,,,,,,,,,,,
1501298,"('Prabhakar', 'actor')","('Anandhi', 'actress')","('Yuvaan-Suang', 'actor')","('Poobaal Raavar', 'actor')",,,,,,,,,,,,,,
1501650,"('Judith', 'actress')","('Georg', 'actor')","('Valentin Stein', 'actor')","('Ralph Nester', 'actor')",,,,,,,,,,,,,,
1501652,"('Dylan', 'actor')","('Charlie', 'actress')","('Natalie', 'actress')","('Steve', 'actor')",,,,,,,,,,,,,,
1501658,"('Politikvinne', 'actress')","('John', 'actor')","('Jenny', 'actress')","('Regissøren', 'actor')",,,,,,,,,,,,,,
1502397,"('Mike', 'actor')","('Marcus', 'actor')","('Kelly', 'actress')","('Dorn', 'actor')",,,,,,,,,,,,,,
1502402,"('Eric Rainer', 'actor')","('Beth', 'actress')","('Guy', 'actor')","('Harold', 'actor')",,,,,,,,,,,,,,
1502404,"('Milton', 'actor')","('Piper', 'actress')","('The Accountant', 'actor')","('Jonah King', 'actor')",,,,,,,,,,,,,,
1502407,"('Laurie Strode', 'actress')","('Karen', 'actress')","('Allyson', 'actress')","('The Shape', 'actor')",,,,,,,,,,,,,,
1502417,"('Michael Mason', 'actor')","('Maya Letiniskaya', 'actress')","('Roman', 'actor')","('Richard', 'actor')",,,,,,,,,,,,,,
1502420,"('Alvin Finkel', 'actor')","('Ellie Finkel', 'actress')","('Peter', 'actor')","('Janet', 'actress')",,,,,,,,,,,,,,
1502421,"('Nick', 'actor')","('Matty', 'actor')","('Bracey', 'actor')","('Jane', 'actor')",,,,,,,,,,,,,,
1502422,"('Johnny', 'actor')","('Julia Carter', 'actress')","('Clyde', 'actor')","('Glenda Roberts', 'actress')",,,,,,,,,,,,,,
1502712,"('Reed Richards', 'actor')","('Sue Storm', 'actress')","('Johnny Storm', 'actor')","('Ben Grimm', 'actor')","('The Thing', 'actor')",,,,,,,,,,,,,
1502714,"('Theo', 'actor')","('Nat', 'actress')","('Subgirl', 'actress')","('Quinny', 'actor')",,,,,,,,,,,,,,
1502948,"('Miguel Appet', 'actor')","('Kelvin Green', 'actor')","('Bonnie Appet', 'actress')","('Horace Tiberius', 'actor')",,,,,,,,,,,,,,
1502960,"('Raj Mittal', 'actor')","('Ramswaroop Mittal', 'actor')","('Yashoda Maa', 'actress')","('Jennifer Mittal', 'actress')",,,,,,,,,,,,,,
1503096,"('Patrick Chirac', 'actor')","('Sophie Gatineau', 'actress')","('Jacky Pic', 'actor')","('Laurette Pic', 'actress')",,,,,,,,,,,,,,
1503116,"('Ingeborg', 'actress')","('Jonas', 'actor')","('Anders', 'actor')","('Anna', 'actress')",,,,,,,,,,,,,,
1503149,"('Irene Page', 'actress')","('Sherman Oliver', 'actor')","('Franklin Page', 'actor')","('Glen', 'actor')",,,,,,,,,,,,,,
